TIMESLOT,dayofWeek,temp,feelslike,dew,humidity,windspeed,isHoliday,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other
12/24/2017 0:00:00,Sunday,12,12,7,71.47,0,0,1793.03,689.08,387.92,546.07,127.96,24.96,17.04
12/24/2017 0:00:00,Sunday,12,12,7,71.47,0,0,1793.03,689.08,387.92,546.07,127.96,24.96,17.04
12/24/2017 1:00:00,Sunday,11,11,6,71.28,0,0,1599.93,595.66,335.34,507.23,122.31,24.19,15.2
12/24/2017 2:00:00,Sunday,11.2,11.2,9.1,87.11,0,0,1488.3,544.96,310.08,476.24,119.05,23.83,14.14
12/24/2017 3:00:00,Sunday,11,11,7,76.36,0,0,1431.84,519.44,296.73,461.18,117.26,23.63,13.6
12/24/2017 4:00:00,Sunday,10,10,7,81.62,0,0,1435.71,531.65,286.2,462.97,117.24,24.01,13.64
12/24/2017 5:00:00,Sunday,9,9,7,87.29,0,0,1570.64,599.31,310.16,501.78,118.34,26.13,14.92
12/24/2017 6:00:00,Sunday,9,9,7,87.29,0,0,1904.45,752.32,385.78,595.71,123.29,29.26,18.09
12/24/2017 7:00:00,Sunday,10,10,7,81.62,0,0,2415.69,977.9,516.97,734.75,131.95,32.01,22.11
12/24/2017 8:00:00,Sunday,8.6,8.6,7,90.14,0,0,3032.56,1231.13,675.55,919.72,142.61,34.73,28.82
12/24/2017 9:00:00,Sunday,18,18,9,55.66,0,0,3350.28,1362.21,738.57,1030.35,152.06,35.27,31.82
12/24/2017 10:00:00,Sunday,20,20,6,40.03,7.6,0,3633.4,1451.5,804.14,1161.51,147.65,34.07,34.53
12/24/2017 11:00:00,Sunday,21.7,21.7,8.2,42.03,6,0,3650.53,1443.07,818.14,1182.41,140.31,31.93,34.67
12/24/2017 12:00:00,Sunday,23,23,6,33.32,9.4,0,3507.45,1415.75,769.36,1117.93,141.41,29.62,33.38
12/24/2017 13:00:00,Sunday,24,24,5,29.26,7.6,0,3184.12,1282.32,691.47,1006.4,145.33,28.34,30.26
12/24/2017 14:00:00,Sunday,24,24,7.9,35.74,2.7,0,2828.71,1116.32,606.43,920,133.4,25.69,26.87
12/24/2017 15:00:00,Sunday,23,23,4,28.98,9.4,0,2646.35,1008.07,573.04,887.77,128.21,24.11,25.15
12/24/2017 16:00:00,Sunday,22,22,4,30.8,7.6,0,2543.21,956.6,541.52,868.93,127.63,24.37,24.16
12/24/2017 17:00:00,Sunday,20.8,20.8,10.2,50.68,2.7,0,2599.61,994.18,559.23,862.56,132.63,26.3,24.71
12/24/2017 18:00:00,Sunday,18,18,6,45.35,5.4,0,2975.76,1183.71,647.84,940.67,143.98,31.3,28.26
12/24/2017 19:00:00,Sunday,17,17,7,51.75,0,0,2963.09,1149.74,653.56,946.03,153.45,32.16,28.15
12/24/2017 20:00:00,Sunday,13,13,9.4,78.88,0,0,2807.11,1128.89,599.27,867.53,151.31,32.01,28.1
12/24/2017 21:00:00,Sunday,14,14,7,62.72,0,0,2576.53,1070.2,541.54,754.74,153.57,32.01,24.47
12/24/2017 22:00:00,Sunday,14,14,7,62.72,0,0,2368.37,959.32,485.55,724.31,146.8,29.9,22.49
12/24/2017 23:00:00,Sunday,11.6,11.6,9,84.07,0,0,2080.54,831.62,420.51,644.03,138.13,26.48,19.77
12/25/2017 0:00:00,Monday,13,13,7,66.93,0,1,1767.05,679.42,353.29,567.7,125.31,24.55,16.78
12/25/2017 1:00:00,Monday,12,12,8,76.52,0,1,1573,585.65,304.71,526.23,117.86,23.61,14.94
12/25/2017 2:00:00,Monday,11,11,8.8,86.11,0,1,1468.57,541.75,279.55,492.94,116.88,23.5,13.95
12/25/2017 3:00:00,Monday,11,11,9,87.48,5.4,1,1423.27,526.61,267.32,477.8,114.47,23.55,13.52
12/25/2017 4:00:00,Monday,11,11,8,81.75,0,1,1430.29,532.58,263.12,483.9,113.32,23.78,13.59
12/25/2017 5:00:00,Monday,8.7,8.7,7.5,92.37,4.5,1,1559.03,601.08,289.12,513.17,114.9,25.95,14.81
12/25/2017 6:00:00,Monday,9,9,7,87.29,0,1,1928.06,776.08,369.58,616.3,119.03,28.75,18.32
12/25/2017 7:00:00,Monday,9,8.5,7,87.29,5.4,1,2451.46,999.29,486.87,775.81,133.88,31.88,23.73
12/25/2017 8:00:00,Monday,9,9,8.4,96.05,0,1,3108.29,1263.64,670.87,972.94,136.04,35.27,29.53
12/25/2017 9:00:00,Monday,12,12,9,81.88,3.6,1,3419.68,1431.64,719.45,1047.28,153.22,35.6,32.49
12/25/2017 10:00:00,Monday,16,16,12,77.15,9.4,1,3782.26,1546.79,787.38,1227.35,149.97,34.84,35.93
12/25/2017 11:00:00,Monday,17.2,17.2,12,71.64,11.1,1,3806.95,1525.16,810.18,1259.88,143.25,32.31,36.17
12/25/2017 12:00:00,Monday,20,20,11,56.16,13,1,3621.39,1451.17,737.05,1218.23,149.7,30.84,34.4
12/25/2017 13:00:00,Monday,21,21,9,46.19,16.6,1,3249.24,1308.08,661.98,1074.16,145.15,29,30.87
12/25/2017 14:00:00,Monday,22.3,22.3,8.9,42.34,14.2,1,2938.23,1158.59,584.29,1005.8,135.31,26.33,27.91
12/25/2017 15:00:00,Monday,22,22,8,40.6,13,1,2841.94,1087.5,575.66,992.01,135.1,24.68,26.99
12/25/2017 16:00:00,Monday,22,22,8,40.6,14.8,1,2732.13,1043.24,551.18,959.78,127.13,24.85,25.95
12/25/2017 17:00:00,Monday,19.7,19.7,11.5,59.43,2.9,1,2783.85,1077.06,551.72,970.45,130.65,27.53,26.44
12/25/2017 18:00:00,Monday,18,18,8,52.01,5.4,1,3167.44,1254.75,655.53,1039.74,154.48,32.85,30.09
12/25/2017 19:00:00,Monday,16,16,9,63.17,5.4,1,3150.91,1255.83,650.94,1032.2,147.99,34.02,29.93
12/25/2017 20:00:00,Monday,13.4,13.4,10.5,82.5,0,1,2977.84,1197.09,613.28,950.05,154.99,34.15,28.28
12/25/2017 21:00:00,Monday,14,14,9,71.85,0,1,2698.67,1129.42,553.45,806.4,150.49,33.26,25.65
12/25/2017 22:00:00,Monday,14,14,9,71.85,0,1,2486.44,1021.67,510.84,761.68,138.2,30.43,23.62
12/25/2017 23:00:00,Monday,10.7,10.7,9.7,93.32,0,1,2149.18,873.86,435.18,663.01,129.89,26.84,20.4
12/26/2017 0:00:00,Tuesday,11,11,9,87.48,0,0,1830.45,714.13,363.09,588.49,122.61,24.73,17.4
12/26/2017 1:00:00,Tuesday,11,11,9,87.48,0,0,1615.28,618.49,309.68,531.76,115.79,24.22,15.34
12/26/2017 2:00:00,Tuesday,10.1,10.1,9.2,93.96,2.6,0,1515.78,571.24,282.61,509.32,114.4,23.81,14.4
12/26/2017 3:00:00,Tuesday,10,10,8,87.38,0,0,1467.13,565.06,266.12,484,114.18,23.83,13.94
12/26/2017 4:00:00,Tuesday,10,10,8,87.38,0,0,1501.09,581.58,265.36,499.68,115.56,24.65,14.26
12/26/2017 5:00:00,Tuesday,8.4,8.4,7.7,95.43,0,0,1663.25,656.39,303.36,545.49,114.66,27.55,15.8
12/26/2017 6:00:00,Tuesday,9,9,7,87.29,0,0,2304.67,933.76,453.03,737.89,124.02,34.07,21.9
12/26/2017 7:00:00,Tuesday,9,8.5,8,93.45,5.4,0,3063.56,1272.73,644.15,937.51,141.79,38.27,29.11
12/26/2017 8:00:00,Tuesday,9.5,9.5,8.5,93.58,2.1,0,3425.07,1416.12,733.78,1040.92,162.29,39.42,32.54
12/26/2017 9:00:00,Tuesday,12,12,9,81.88,7.6,0,3542.83,1473.84,737.06,1077.44,181.29,39.55,33.65
12/26/2017 10:00:00,Tuesday,15,15,9,67.35,9.4,0,3791.42,1529.28,763.45,1239,184.78,38.88,36.03
12/26/2017 11:00:00,Tuesday,18.9,18.9,9,52.69,6.3,0,3648.76,1436.04,741.95,1221.7,177.8,36.62,34.65
12/26/2017 12:00:00,Tuesday,20,20,10,52.54,13,0,3470.25,1338.06,710.11,1176.42,178.57,34.12,32.97
12/26/2017 13:00:00,Tuesday,21,21,9,46.19,13,0,3161.64,1238.77,645.65,1035.33,179.26,32.59,30.04
12/26/2017 14:00:00,Tuesday,22.8,22.8,10.1,44.42,9.1,0,2936.86,1137.99,594.88,968.21,177.51,30.38,27.89
12/26/2017 15:00:00,Tuesday,23,23,9,40.88,13,0,2875.46,1101.43,584.06,961.92,171.35,29.39,27.31
12/26/2017 16:00:00,Tuesday,22,22,9,43.45,13,0,2866.31,1101.16,584.31,958.41,166.14,29.06,27.23
12/26/2017 17:00:00,Tuesday,20.7,20.7,12.4,59.21,4.9,0,2937.92,1151.56,601.93,959.63,166.24,30.66,27.9
12/26/2017 18:00:00,Tuesday,18,18,10,59.52,7.6,0,3221.88,1314.72,669.6,1001.35,170.26,35.35,30.6
12/26/2017 19:00:00,Tuesday,17,17,10,63.4,5.4,0,3285.32,1362.95,670.94,1020.53,163.78,35.91,31.21
12/26/2017 20:00:00,Tuesday,13.9,13.9,10.7,81.19,0,0,3367.76,1396.72,687.33,1060,155.99,35.73,31.99
12/26/2017 21:00:00,Tuesday,14,14,9,71.85,0,0,2768.56,1151.25,565.59,839.02,152.5,33.89,26.31
12/26/2017 22:00:00,Tuesday,13,13,9,76.68,0,0,2517.59,1030.27,522.4,763.93,146.17,30.91,23.91
12/26/2017 23:00:00,Tuesday,11.3,11.3,9.9,91.15,0,0,2146.12,868.76,420.56,672.64,136.56,27.2,20.4
12/27/2017 0:00:00,Wednesday,12,12,9,81.88,0,0,1825.16,719.31,342.66,594.45,126.47,24.93,17.34
12/27/2017 1:00:00,Wednesday,11.1,11.1,9.1,87.48,0,0,1615.4,623.25,296.23,534.08,122.21,24.29,15.34
12/27/2017 2:00:00,Wednesday,10.1,10.1,8.9,92.48,0,0,1530.47,584.32,268,523.96,115.76,23.89,14.54
12/27/2017 3:00:00,Wednesday,10,10,9,93.5,0,0,1475.48,573.58,255.74,489.91,118.3,23.94,14.01
12/27/2017 4:00:00,Wednesday,10,10,9,93.5,0,0,1501.81,593.23,257.04,496.16,116.7,24.42,14.26
12/27/2017 5:00:00,Wednesday,8.9,8.9,8.7,98.25,2.6,0,1673.38,668.44,293.96,547.97,119.43,27.68,15.9
12/27/2017 6:00:00,Wednesday,9,9,8,93.45,0,0,2338.88,967.62,446.86,740.05,128.29,33.84,22.22
12/27/2017 7:00:00,Wednesday,9,7.9,8,93.45,7.6,0,3121.84,1292.74,652.72,962.84,145.43,38.45,29.66
12/27/2017 8:00:00,Wednesday,9.9,9.9,8.9,93.34,4.1,0,3547.59,1483.31,753.2,1078.55,158.16,40.67,33.7
12/27/2017 9:00:00,Wednesday,13,13,10,82.01,5.4,0,3601.81,1510.41,760.54,1080.45,176.46,39.73,34.22
12/27/2017 10:00:00,Wednesday,17,17,10,63.4,5.4,0,3842.21,1548.54,814.68,1228.61,175.13,38.76,36.49
12/27/2017 11:00:00,Wednesday,20.5,20.5,10.2,51.8,7.5,0,3732.24,1495.27,808.79,1186.2,170.01,36.52,35.45
12/27/2017 12:00:00,Wednesday,22,22,9,43.45,11.2,0,3546.11,1402.14,760.35,1136.35,177.37,36.21,33.69
12/27/2017 13:00:00,Wednesday,23.1,23.1,8.1,38.22,11.2,0,3353.87,1325.17,707.34,1087.34,167.73,34.43,31.86
12/27/2017 14:00:00,Wednesday,24.7,24.7,6.9,31.97,12.4,0,3047.62,1211.06,660.57,962.04,153.36,31.63,28.96
12/27/2017 15:00:00,Wednesday,25,25,7,31.65,14.8,0,3023.03,1150.55,680.99,983.93,149.05,29.69,28.82
12/27/2017 16:00:00,Wednesday,24,24,6,31.37,11.2,0,2970.11,1137.08,656.2,965.88,154.23,28.57,28.15
12/27/2017 17:00:00,Wednesday,21.2,21.2,10.7,51.01,2.6,0,3027.45,1186.63,652.11,980.29,149.05,30.61,28.76
12/27/2017 18:00:00,Wednesday,20,20,7,42.88,0,0,3334.29,1384.3,727.06,1008.65,146.13,36.54,31.61
12/27/2017 19:00:00,Wednesday,17,17,7,51.75,0,0,3209.48,1319.94,696.46,980.69,144.16,37.74,30.49
12/27/2017 20:00:00,Wednesday,14.8,14.8,10.2,73.82,0,0,3209.55,1328.63,666.91,1005.99,140.51,37.03,30.48
12/27/2017 21:00:00,Wednesday,16,16,7,55.14,0,0,2827.64,1134.06,544.48,954.17,132.47,35.6,26.86
12/27/2017 22:00:00,Wednesday,15,15,7,58.79,0,0,2584.02,989.49,546.17,870.19,121.2,32.42,24.55
12/27/2017 23:00:00,Wednesday,11.9,11.9,9.7,86.11,0,0,2191.56,819.37,495.48,717.82,109.6,28.47,20.82
12/28/2017 0:00:00,Thursday,13,13,7,66.93,0,0,1868.63,668.68,345.1,709.41,101.27,26.36,17.81
12/28/2017 1:00:00,Thursday,13,13,7,66.93,0,0,1666.25,631.1,282.18,618.87,93.03,25.24,15.83
12/28/2017 2:00:00,Thursday,10.7,10.7,9.2,90.87,0,0,1559.34,583.82,238.39,616.66,80.7,24.96,14.81
12/28/2017 3:00:00,Thursday,12,12,7,71.47,0,0,1532.13,572.31,221.63,616.33,82.62,24.98,14.26
12/28/2017 4:00:00,Thursday,10,10,8,87.38,0,0,1543.28,587.47,218.6,610.37,86.56,25.62,14.66
12/28/2017 5:00:00,Thursday,9.2,9.2,8.3,93.92,0,0,1690.41,676.72,259.75,617.68,92.21,28.29,15.76
12/28/2017 6:00:00,Thursday,11,11,9,87.48,0,0,2359.84,982.94,487.28,733.88,98.26,35.06,22.42
12/28/2017 7:00:00,Thursday,11,11,8,81.75,0,0,2965.79,1298.7,731.6,746.84,122.45,38.02,28.18
12/28/2017 8:00:00,Thursday,9,9,8,93.43,0,0,3447.04,1399.26,867.62,959.77,146.44,40.9,33.05
12/28/2017 9:00:00,Thursday,15,15,10,72.03,0,0,3573.37,1458.24,785.07,1088.6,166.91,40.62,33.93
12/28/2017 10:00:00,Thursday,18,18,9,55.66,0,0,3714.31,1505.89,845.24,1114.57,174.26,39.06,35.29
12/28/2017 11:00:00,Thursday,22.1,22.1,10.5,47.85,3.8,0,3716.1,1490.22,864.48,1118.11,171.5,36.49,35.3
12/28/2017 12:00:00,Thursday,23,23,5,31.08,9.4,0,3485.33,1366.84,776.74,1105.71,168.3,34.63,33.11
12/28/2017 13:00:00,Thursday,24,24,6,31.37,11.2,0,3293.86,1224.87,742.47,1098.24,164.31,32.67,31.3
12/28/2017 14:00:00,Thursday,24.8,24.8,7.9,34.06,12.4,0,3077.97,1084.73,705.09,1075.8,152.66,30.46,29.23
12/28/2017 15:00:00,Thursday,24,24,5,29.26,13,0,3040.87,1054.52,697.32,1077.39,153.61,29.13,28.9
12/28/2017 16:00:00,Thursday,24,24,6,31.37,13,0,2935.89,1050.29,643.9,1037.18,147.93,28.7,27.89
12/28/2017 17:00:00,Thursday,21.6,21.6,11.8,53.45,1.5,0,3039.29,1122.47,667,1036.29,154.32,30.33,28.88
12/28/2017 18:00:00,Thursday,20,20,8,45.91,3.6,0,3343.4,1308.01,737.03,1079.57,151.87,35.17,31.75
12/28/2017 19:00:00,Thursday,17,17,8,55.4,0,0,3337.15,1305.72,739.76,1074.69,149.19,36.08,31.71
12/28/2017 20:00:00,Thursday,13.6,13.6,9.7,77.09,0,0,3116.26,1238.09,673.22,999.77,140.01,35.57,29.6
12/28/2017 21:00:00,Thursday,15,15,9,67.35,0,0,2793.33,1160.18,594.13,843.93,134.38,34.17,26.54
12/28/2017 22:00:00,Thursday,13,13,9,76.68,0,0,2554.67,1020.01,550.79,806.34,123.08,30.76,23.69
12/28/2017 23:00:00,Thursday,11.6,11.6,9.2,84.95,0,0,2184.69,854.6,465.02,707.16,110,27.15,20.76
12/29/2017 0:00:00,Friday,13,13,9,76.68,0,0,1834.54,710.46,378.46,604.01,98.87,25.31,17.43
12/29/2017 1:00:00,Friday,12,12,9,81.88,0,0,1626.37,624.21,321.08,552.1,89.26,24.27,15.45
12/29/2017 2:00:00,Friday,10.6,10.6,9,89.8,0,0,1531.03,580.03,289.98,536.91,85.62,23.94,14.55
12/29/2017 3:00:00,Friday,11,11,9,87.48,0,0,1480.14,562.42,272.79,519.08,87.8,23.99,14.06
12/29/2017 4:00:00,Friday,10,10,7,81.62,0,0,1485.1,573.65,268.52,514.55,89.67,24.6,14.11
12/29/2017 5:00:00,Friday,8.5,8.5,7.3,92.46,0,0,1650.12,654.45,304.4,559.53,88.98,27.09,15.67
12/29/2017 6:00:00,Friday,10,10,7,81.62,0,0,2254.97,939.9,436.21,721.64,103.03,32.77,21.42
12/29/2017 7:00:00,Friday,9,8.5,7,87.29,5.4,0,3047.29,1269.64,657.18,931.91,122.35,37.25,28.96
12/29/2017 8:00:00,Friday,8.9,8.9,8.5,96.93,1.5,0,3489.82,1454.11,766.47,1047.19,147.98,40.92,33.15
12/29/2017 9:00:00,Friday,12,12,9,81.88,5.4,0,3673.96,1532.02,801.93,1099.8,164.77,40.54,34.9
12/29/2017 10:00:00,Friday,17,17,9,59.28,5.4,0,3973.28,1608.02,849.01,1264.23,174.39,39.88,37.75
12/29/2017 11:00:00,Friday,20.8,20.8,10.3,50.78,5.2,0,3910.33,1574.57,851.32,1236.46,173.69,37.64,36.65
12/29/2017 12:00:00,Friday,21,21,9,46.19,9.4,0,3714.52,1457.16,822.85,1192.67,170.8,35.75,35.29
12/29/2017 13:00:00,Friday,22,22,8,40.6,11.2,0,3328.19,1302.11,746.65,1048.01,166.04,33.77,31.61
12/29/2017 14:00:00,Friday,24.4,24.4,7.3,33.58,10.6,0,3053.77,1165.12,665.85,1013.26,149.9,30.63,29.01
12/29/2017 15:00:00,Friday,23,23,8,38.21,9.4,0,2963.81,1091.73,640.41,1026.49,148.71,28.32,28.15
12/29/2017 16:00:00,Friday,23,23,6,33.32,11.2,0,2930.82,1095.63,634.81,998.61,145.82,28.11,27.84
12/29/2017 17:00:00,Friday,20.4,20.4,10.1,51.47,2.6,0,2979.02,1146.89,629.81,995.75,148.53,29.74,28.3
12/29/2017 18:00:00,Friday,19,19,7,45.63,0,0,3357.08,1311.78,738.88,1085.42,152.99,36.11,31.9
12/29/2017 19:00:00,Friday,18,18,8,52.01,0,0,3320.8,1307,721.37,1081.53,142.02,37.33,31.55
12/29/2017 20:00:00,Friday,13.5,13.5,10.6,82.51,0,0,3150.84,1240.2,700.39,1008.55,134.85,36.92,29.93
12/29/2017 21:00:00,Friday,16,16,8,59.04,0,0,2807.84,1166.5,596.59,850.32,132.2,35.55,26.68
12/29/2017 22:00:00,Friday,15,15,10,72.03,0,0,2540.15,1026.24,540.57,798.45,118.08,32.67,24.14
12/29/2017 23:00:00,Friday,11.9,11.9,9.7,86.68,0,0,2199.87,857.33,461.92,718.96,111.95,28.83,20.88
12/30/2017 0:00:00,Saturday,13,13,9,76.68,0,0,1862.77,690.09,389.41,639.36,99.84,26.38,17.69
12/30/2017 1:00:00,Saturday,12,12,8,76.52,0,0,1649.16,593.95,331.49,591.32,92.45,24.27,15.68
12/30/2017 2:00:00,Saturday,11.1,11.1,9.1,87.48,0,0,1552.1,552.51,300.83,566.99,92.9,24.14,14.73
12/30/2017 3:00:00,Saturday,9.6,8.8,8.9,95.4,6.8,0,1490.47,530.15,284.64,550.06,87.42,24.06,14.14
12/30/2017 4:00:00,Saturday,7.6,6.5,7.3,97.97,6.5,0,1483.22,533.94,278.35,545.33,86.82,24.68,14.1
12/30/2017 5:00:00,Saturday,8.7,8.7,8.4,97.6,0,0,1636.52,607.8,312.4,584.64,88.99,27.15,15.54
12/30/2017 6:00:00,Saturday,9,9,7,87.29,0,0,2071.62,817.76,411.27,697.79,93.73,31.4,19.67
12/30/2017 7:00:00,Saturday,9,9,8,93.45,0,0,2732.77,1116.95,571.76,868.85,113.43,35.83,25.95
12/30/2017 8:00:00,Saturday,8.9,8.9,8.4,96.86,0,0,3311.57,1366.32,741.84,1007.86,126.35,37.74,31.46
12/30/2017 9:00:00,Saturday,12,12,10,87.57,0,0,3458.96,1449.61,761.4,1040.72,136.22,38.15,32.86
12/30/2017 10:00:00,Saturday,16,16,11,72.22,5.4,0,3638.93,1499.87,833.09,1090.46,143.53,37.41,34.57
12/30/2017 11:00:00,Saturday,19.7,19.7,11.7,59.94,2.7,0,3574.73,1500.95,784.15,1077.8,142.98,34.89,33.96
12/30/2017 12:00:00,Saturday,21,21,11,52.8,11.2,0,3451.92,1440.55,774.92,1034.68,136.07,32.9,32.8
12/30/2017 13:00:00,Saturday,21,21,11,52.8,11.2,0,3075.86,1262.55,709.09,912.06,132.2,30.74,29.22
12/30/2017 14:00:00,Saturday,22.1,22.1,10.3,47.2,5.2,0,2843.13,1165.8,634.96,862.33,124.72,28.32,27
12/30/2017 15:00:00,Saturday,22,22,8,40.6,11.2,0,2733.46,1103.65,621.01,839,117.6,26.23,25.97
12/30/2017 16:00:00,Saturday,21,21,7,40.32,11.2,0,2692.95,1059.49,620.02,840.59,121.01,26.25,25.59
12/30/2017 17:00:00,Saturday,20,20,11.6,58.5,2.7,0,2781.68,1107.18,634.88,869.4,115.94,27.86,26.42
12/30/2017 18:00:00,Saturday,18,18,8,52.01,3.6,0,3117.6,1251.28,726.28,932.64,143.52,34.25,29.63
12/30/2017 19:00:00,Saturday,16,16,9,63.17,0,0,3140.73,1265.95,733.4,936.66,140.14,35.75,28.83
12/30/2017 20:00:00,Saturday,13.1,13.1,9.5,78.71,0,0,2956.55,1207.09,664.28,887.81,134.03,35.27,28.07
12/30/2017 21:00:00,Saturday,13,13,9,76.68,0,0,2641.38,1116.3,603.99,741.36,120.5,34.35,24.88
12/30/2017 22:00:00,Saturday,12,12,9,81.88,0,0,2454.24,1031.02,548.64,699.5,119.83,31.93,23.32
12/30/2017 23:00:00,Saturday,11.1,11.1,9.2,88.1,0,0,2130.22,891.91,472.12,607.45,110.39,28.11,20.24
12/31/2017 0:00:00,Sunday,11,11,8,81.75,0,0,1801.45,731.02,384.8,537.9,104.42,26.2,17.11
12/31/2017 1:00:00,Sunday,10,10,8,87.38,0,0,1580.58,634.87,330.53,479.97,95.45,24.75,15.01
12/31/2017 2:00:00,Sunday,9.2,9.2,8.2,93.41,0,0,1457.03,579.46,295.99,455.42,88.12,24.19,13.85
12/31/2017 3:00:00,Sunday,10,10,8,87.38,0,0,1424.99,567.12,284.72,445.79,89.56,24.27,13.53
12/31/2017 4:00:00,Sunday,10,10,8,87.38,0,0,1407.02,568.86,277.63,436.51,85.86,24.8,13.36
12/31/2017 5:00:00,Sunday,8,8,7.6,97.48,0,0,1522.69,631.79,295.07,464.01,90.43,26.92,14.47
12/31/2017 6:00:00,Sunday,10,10,9,93.5,0,0,1836.23,774.43,373.78,544.25,96.32,30,17.45
12/31/2017 7:00:00,Sunday,9,7.9,9,100,7.6,0,2324.8,1020.85,477.89,668.07,103.02,32.87,22.1
12/31/2017 8:00:00,Sunday,8.4,8.4,8.2,98.53,2.7,0,2947.29,1265.97,653.22,850.37,113.85,35.88,28
12/31/2017 9:00:00,Sunday,10,9.6,10,100,5.4,0,3298.39,1424.9,727.17,949.73,127.55,37.71,31.33
12/31/2017 10:00:00,Sunday,10,9.1,10,100,7.6,0,3650.41,1573,822.82,1053.89,128.23,37.79,34.68
12/31/2017 11:00:00,Sunday,14.8,14.8,12.6,87.03,0,0,3673.12,1585.99,818.98,1070.48,126.21,36.57,34.89
12/31/2017 12:00:00,Sunday,17,17,13,77.31,0,0,3544.05,1500.38,809.9,1046.25,120.49,33.36,33.67
12/31/2017 13:00:00,Sunday,20,20,11,56.16,11.2,0,3191.42,1371.66,723.23,915.47,120.34,30.4,30.32
12/31/2017 14:00:00,Sunday,22.3,22.3,6.1,35.03,5.7,0,2886.58,1210.08,657.8,850.37,112.91,27.99,27.43
12/31/2017 15:00:00,Sunday,22,22,1,24.89,9.4,0,2708.98,1110.4,618.8,816.8,111.19,26.05,25.74
12/31/2017 16:00:00,Sunday,21,21,2,28.42,9.4,0,2564.68,1042.97,583.94,778.91,108.29,26.2,24.37
12/31/2017 17:00:00,Sunday,19.4,19.4,6.8,44.02,7.5,0,2651.92,1090.34,593.46,800.34,113.74,28.85,25.19
12/31/2017 18:00:00,Sunday,17,17,9,59.28,5.4,0,2978.56,1237.44,679.69,865.96,132.21,34.96,28.3
12/31/2017 19:00:00,Sunday,15,15,9,67.35,0,0,3016.49,1280.68,669.53,866.67,134.72,36.24,28.65
12/31/2017 20:00:00,Sunday,11.9,11.9,8.2,78.09,0,0,2862.15,1216.86,641.66,804.47,135.8,36.16,27.2
12/31/2017 21:00:00,Sunday,12,12,9,81.88,0,0,2636.25,1154.79,563.46,727.2,131.23,34.53,25.04
12/31/2017 22:00:00,Sunday,12,12,9,81.88,0,0,2407.57,1043.84,511.92,677.21,119.59,32.14,22.87
12/31/2017 23:00:00,Sunday,10,10,8.5,90.23,0,0,2114.73,920.45,443.15,591.29,110.85,28.9,20.09
1/1/2018 0:00:00,Monday,11,11,9,87.48,0,0,1868.99,790.91,383.79,543.77,105.73,27.02,17.77
1/1/2018 1:00:00,Monday,10,10,8,87.38,0,0,1620.27,673.6,320.99,484.3,100.14,25.92,15.32
1/1/2018 2:00:00,Monday,8.8,8.8,8.6,98.25,0,0,1510.06,633.84,291.78,454.29,91.58,24.22,14.35
1/1/2018 3:00:00,Monday,9,9,8,93.45,0,0,1424.39,611.9,276.99,408.98,88.16,24.83,13.53
1/1/2018 4:00:00,Monday,7.1,6.1,6.1,93.35,6.1,0,1426.58,621.42,271.2,407.66,87.44,25.31,13.55
1/1/2018 5:00:00,Monday,7,7,6.8,98.23,1.5,0,1578.41,695.38,296.45,451.8,92.14,27.65,14.99
1/1/2018 6:00:00,Monday,6,6,6,100,0,0,1961.04,842.22,377.94,589.64,100.02,32.59,18.63
1/1/2018 7:00:00,Monday,7.3,6.3,6.5,94.66,6.1,0,2589.6,1090.02,530.44,800.71,105.56,38.27,24.6
1/1/2018 8:00:00,Monday,9.9,9.9,9.5,97.19,0,0,3234.76,1387.42,699.49,941.48,134.66,40.97,30.74
1/1/2018 9:00:00,Monday,10,10,8,87.38,0,0,3528.79,1543.93,741.76,1011.97,155.35,42.27,33.51
1/1/2018 10:00:00,Monday,11,11,10,93.55,0,0,3926.2,1630.03,847.24,1196.46,171.35,43.83,37.29
1/1/2018 11:00:00,Monday,13.8,13.8,12.1,89.42,0,0,3954.21,1618.17,848.15,1236.24,179.12,34.94,37.59
1/1/2018 12:00:00,Monday,17,17,10,63.4,0,0,3793.2,1551.33,794.85,1203.43,175.09,32.47,36.03
1/1/2018 13:00:00,Monday,19,19,8,48.85,5.4,0,3417.65,1381.83,734.43,1072.33,167.08,30.03,31.95
1/1/2018 14:00:00,Monday,19.8,19.8,9.8,52.52,2.2,0,3090.09,1220.58,637.34,1015.13,157.89,29.8,29.35
1/1/2018 15:00:00,Monday,20,20,6,40.03,9.4,0,2946.36,1132.29,607.58,995.15,153.55,29.8,27.99
1/1/2018 16:00:00,Monday,19,19,5,39.74,5.4,0,2825.37,1096,564.63,958.85,149.24,29.8,26.85
1/1/2018 17:00:00,Monday,16.4,16.4,12.7,78.79,1.9,0,2863.42,1125.09,582.27,948.25,150.8,29.8,27.21
1/1/2018 18:00:00,Monday,16,16,12,77.15,5.4,0,3082.06,1259.84,673.84,942.27,147.04,29.8,29.27
1/1/2018 19:00:00,Monday,14,14,12,87.75,3.6,0,3061.99,1239.88,653.18,964.63,145.42,29.8,29.08
1/1/2018 20:00:00,Monday,11.9,11.9,10.8,92.87,1.2,0,2935.84,1225.13,625.57,892.23,135.24,29.8,27.87
1/1/2018 21:00:00,Monday,13,13,11,87.66,0,0,2701.1,1156.17,587.84,768.95,132.68,29.8,25.66
1/1/2018 22:00:00,Monday,12,12,11,93.6,0,0,2521.82,1068.95,543.13,731.95,124.04,29.8,23.95
