TIMESLOT,Actual,Predicted
2018-12-11 17:00:00,2895.13,3055.347077489111
2018-12-11 18:00:00,3319.84,2770.2418535229585
2018-12-11 19:00:00,3261.11,2703.570411304345
2018-12-11 20:00:00,2982.88,2287.644148571218
2018-12-11 21:00:00,2680.78,2192.103545300479
2018-12-11 22:00:00,2438.68,2128.9272450870017
2018-12-11 23:00:00,2118.99,2083.445097236351
2018-12-12 00:00:00,1816.26,1954.992760626985
2018-12-12 01:00:00,1630.73,1803.0296387731873
2018-12-12 02:00:00,1509.15,1753.7873601662031
2018-12-12 03:00:00,1483.86,1731.9473638349625
2018-12-12 04:00:00,1487.99,1871.3160439466901
2018-12-12 05:00:00,1661.79,1988.5298305421968
2018-12-12 06:00:00,2341.51,2253.027409920719
2018-12-12 07:00:00,3147.88,2596.351138298222
2018-12-12 08:00:00,3218.39,2581.0074138175146
2018-12-12 09:00:00,3373.58,2644.112161367632
2018-12-12 10:00:00,3606.85,2798.7314226603667
2018-12-12 11:00:00,3555.64,3263.531740759812
2018-12-12 12:00:00,3355.46,3273.5631037627295
2018-12-12 13:00:00,3101.04,3260.06385717728
2018-12-12 14:00:00,2928.01,3260.06385717728
2018-12-12 15:00:00,2942.04,3284.6615000972743
2018-12-12 16:00:00,2845.28,3284.6615000972743
2018-12-12 17:00:00,2970.79,3043.9527312715218
2018-12-12 18:00:00,3265.63,2758.847507305369
2018-12-12 19:00:00,3199.48,2633.778314579257
2018-12-12 20:00:00,3097.81,2276.2498023536286
2018-12-12 21:00:00,2676.94,2158.001949663
2018-12-12 22:00:00,2412.19,2094.8256494495226
2018-12-12 23:00:00,2139.75,2072.0507510187617
2018-12-13 00:00:00,1831.82,1943.5984144093957
2018-12-13 01:00:00,1657.05,1791.635292555598
2018-12-13 02:00:00,1549.66,1742.3930139486138
2018-12-13 03:00:00,1489.08,1720.5530176173731
2018-12-13 04:00:00,1502.49,1859.9216977291007
2018-12-13 05:00:00,1661.68,1977.1354843246081
2018-12-13 06:00:00,2310.84,2241.788976202969
2018-12-13 07:00:00,3053.31,2596.351138298222
2018-12-13 08:00:00,3314.94,2581.0074138175146
2018-12-13 09:00:00,3349.88,2661.100594631145
2018-12-13 10:00:00,3607.25,2789.3627061385823
2018-12-13 11:00:00,3555.0,3192.1122826312717
2018-12-13 12:00:00,3358.2,3253.547277004454
2018-12-13 13:00:00,3053.48,3283.9603015219886
2018-12-13 14:00:00,2945.09,3285.485942740492
2018-12-13 15:00:00,2916.57,3310.0835856604863
2018-12-13 16:00:00,2889.4,3310.0835856604863
2018-12-13 17:00:00,3019.74,2991.7710703653897
2018-12-13 18:00:00,3312.82,2749.478790783585
2018-12-13 19:00:00,3288.24,2463.929543638204
2018-12-13 20:00:00,3117.83,2301.6718879168407
2018-12-13 21:00:00,2684.22,2183.424035226212
2018-12-13 22:00:00,2472.62,2120.2477350127347
2018-12-13 23:00:00,2152.38,2097.4728365819738
2018-12-14 00:00:00,1833.26,1969.020499972607
2018-12-14 01:00:00,1662.39,1817.057378118809
2018-12-14 02:00:00,1550.17,1767.8150995118249
2018-12-14 03:00:00,1488.49,1745.9751031805843
2018-12-14 04:00:00,1495.18,1885.3437832923123
2018-12-14 05:00:00,1680.43,2044.0375597238963
2018-12-14 06:00:00,2371.21,2308.691051602258
2018-12-14 07:00:00,3184.17,2663.253213697511
2018-12-14 08:00:00,3455.59,2606.4294993807266
2018-12-14 09:00:00,3503.68,2669.534246930844
2018-12-14 10:00:00,3707.56,2789.3627061385823
2018-12-14 11:00:00,3637.27,3192.61849853846
2018-12-14 12:00:00,3526.28,3303.455235983027
2018-12-14 13:00:00,3155.63,3283.9603015219886
2018-12-14 14:00:00,2906.17,3283.983306802785
2018-12-14 15:00:00,2892.68,3308.580949722779
2018-12-14 16:00:00,2829.42,3308.580949722779
2018-12-14 17:00:00,2919.72,3264.6456733389987
2018-12-14 18:00:00,3345.52,2772.1860402034745
2018-12-14 19:00:00,3297.21,2659.200400142469
2018-12-14 20:00:00,3079.17,2301.6718879168407
2018-12-14 21:00:00,2725.9,2153.077790962873
2018-12-14 22:00:00,2520.44,2089.901490749396
2018-12-14 23:00:00,2174.93,2067.126592318635
2018-12-15 00:00:00,1841.17,1930.9390182552802
2018-12-15 01:00:00,1661.17,1786.7111338554707
2018-12-15 02:00:00,1545.2,1736.3328339452034
2018-12-15 03:00:00,1484.86,1728.8036829016091
2018-12-15 04:00:00,1502.14,1860.5304055568458
2018-12-15 05:00:00,1672.32,1965.4366914906177
2018-12-15 06:00:00,2206.67,2215.177533137926
2018-12-15 07:00:00,2925.85,2569.7396952331787
2018-12-15 08:00:00,3298.11,2554.3959707524714
2018-12-15 09:00:00,3385.83,2610.457719034787
2018-12-15 10:00:00,3636.5,2665.787173426676
2018-12-15 11:00:00,3544.71,2969.2492882451156
2018-12-15 12:00:00,3353.53,3087.4401279517338
2018-12-15 13:00:00,3018.71,3119.378793687772
2018-12-15 14:00:00,2856.84,3117.8531524692685
2018-12-15 15:00:00,2794.47,3142.473800670059
2018-12-15 16:00:00,2753.02,3142.4507953892626
2018-12-15 17:00:00,2741.1,3143.976436607766
2018-12-15 18:00:00,3111.62,2801.349747655019
2018-12-15 19:00:00,3051.27,2528.312399048803
2018-12-15 20:00:00,2869.84,2170.7838868231747
2018-12-15 21:00:00,2601.48,2305.986761360353
2018-12-15 22:00:00,2358.48,2287.7678651287624
2018-12-15 23:00:00,2025.97,2047.0148607738479
2018-12-16 00:00:00,1728.54,1941.26977358437
2018-12-16 01:00:00,1539.65,1802.1892253548779
2018-12-16 02:00:00,1435.21,1752.946946747893
2018-12-16 03:00:00,1385.15,1748.806031853293
2018-12-16 04:00:00,1388.12,1804.556847793451
2018-12-16 05:00:00,1494.55,1862.428497267623
2018-12-16 06:00:00,1862.44,2023.3232052368394
2018-12-16 07:00:00,2301.35,2375.687090176391
2018-12-16 08:00:00,2919.07,2360.3433656956836
2018-12-16 09:00:00,3191.97,2416.405113977999
2018-12-16 10:00:00,3659.84,2634.9060518053257
2018-12-16 11:00:00,3696.31,2751.10472423385
2018-12-16 12:00:00,3557.06,2869.8017798476562
2018-12-16 13:00:00,3187.28,2900.214804365191
2018-12-16 14:00:00,2885.96,2888.9914006264717
2018-12-16 15:00:00,2669.02,2834.9488263230696
2018-12-16 16:00:00,2589.02,2924.8354525659815
2018-12-16 17:00:00,2618.79,2926.3380885036886
2018-12-16 18:00:00,2978.38,2388.440543046677
2018-12-16 19:00:00,2976.91,2311.976549091767
2018-12-16 20:00:00,2817.79,2059.2819756315835
2018-12-16 21:00:00,2600.6,2193.359843962517
2018-12-16 22:00:00,2397.86,2172.4221390443367
2018-12-16 23:00:00,2050.04,1997.738200009024
2018-12-17 00:00:00,1732.25,1869.2858633996561
2018-12-17 01:00:00,1540.32,1725.0579789998474
2018-12-17 02:00:00,1454.0,1717.2956902289397
2018-12-17 03:00:00,1413.96,1730.0326097062036
2018-12-17 04:00:00,1440.76,1869.4012898179308
2018-12-17 05:00:00,1637.58,1986.6150764134375
2018-12-17 06:00:00,2395.86,2251.268568291799
2018-12-17 07:00:00,3234.31,2611.683689793411
2018-12-17 08:00:00,3466.67,2596.3399653127035
2018-12-17 09:00:00,3495.32,2617.9647230267437
2018-12-17 10:00:00,3718.27,2954.0603228465743
2018-12-17 11:00:00,3655.09,3034.796457486402
2018-12-17 12:00:00,3425.58,3277.7602558173826
2018-12-17 13:00:00,3140.48,3253.4100670065122
2018-12-17 14:00:00,2944.16,3253.4100670065122
2018-12-17 15:00:00,2897.28,3294.5532103771566
2018-12-17 16:00:00,2832.12,3272.277213449674
2018-12-17 17:00:00,2954.82,3249.0922927748725
2018-12-17 18:00:00,3322.77,2951.9265214244097
2018-12-17 19:00:00,3265.58,2645.1726607968462
2018-12-17 20:00:00,3073.36,2287.644148571218
2018-12-17 21:00:00,2802.47,2387.3744018047437
2018-12-17 22:00:00,2575.99,2324.1981015912665
2018-12-17 23:00:00,2178.95,2124.925087072428
2018-12-18 00:00:00,1817.07,1954.992760626985
2018-12-18 01:00:00,1614.95,1844.5096286092642
2018-12-18 02:00:00,1520.64,1795.2673500022797
2018-12-18 03:00:00,1468.1,1773.4273536710398
2018-12-18 04:00:00,1478.5,1912.7960337827672
2018-12-18 05:00:00,1677.81,2030.009820378274
2018-12-18 06:00:00,2403.43,2294.6633122566354
2018-12-18 07:00:00,3288.37,2649.2254743518884
2018-12-18 08:00:00,3535.38,2633.881749871181
2018-12-18 09:00:00,3572.22,2655.5065075852212
2018-12-18 10:00:00,3757.82,2970.6058232972246
2018-12-18 11:00:00,3675.47,3096.089523351295
2018-12-18 12:00:00,3513.87,3294.305756268033
2018-12-18 13:00:00,3197.13,3269.9555674571625
2018-12-18 14:00:00,2978.03,3269.9555674571625
2018-12-18 15:00:00,2980.33,3294.5532103771566
2018-12-18 16:00:00,2927.85,3294.5532103771566
2018-12-18 17:00:00,3030.2,3249.115298055669
2018-12-18 18:00:00,3390.69,2758.158300857852
2018-12-18 19:00:00,3355.83,2643.6470195783427
2018-12-18 20:00:00,3171.02,2287.644148571218
2018-12-18 21:00:00,2783.21,2387.3744018047437
2018-12-18 22:00:00,2566.37,2324.1981015912665
2018-12-18 23:00:00,2182.97,2124.925087072428
2018-12-19 00:00:00,1829.46,2172.9708665511375
2018-12-19 01:00:00,1626.4,1844.5096286092642
2018-12-19 02:00:00,1534.39,1795.2673500022797
2018-12-19 03:00:00,1485.64,1773.4273536710398
2018-12-19 04:00:00,1469.16,1912.7960337827672
2018-12-19 05:00:00,1663.04,2030.009820378274
2018-12-19 06:00:00,2369.19,2294.507399756796
2018-12-19 07:00:00,3153.83,2637.831128134299
2018-12-19 08:00:00,3447.94,2622.4874036535916
2018-12-19 09:00:00,3351.3,2644.112161367632
2018-12-19 10:00:00,3695.96,2950.6978470580975
2018-12-19 11:00:00,3609.86,3179.610595084515
2018-12-19 12:00:00,3444.49,3282.9114100504435
